Channel Name,Neural Interface Compatible,Metaverse Integration Level,Quantum Computing Topics,Holographic Content Rating,Channel ID,Tecnologia ID
"Clark, Welch and Nixon Hub",False,,6,3D,1530,1655
"Nguyen, Stewart and Colon Hub",True,,15,2D,1531,1656
Schmidt Inc Hub,True,Advanced,15,1D,1532,1657
Aguirre Ltd Hub,True,Basic,7,4D,1533,1658
Aguirre Ltd Hub,True,Basic,7,4D,4915,1659
Tate LLC Labs,False,Advanced,14,1D,1534,1660
Franklin-Osborne Hub,True,,18,2D,1535,1661
Ford and Sons Labs,True,,11,2D,1536,1662
Henry Group Network,False,,19,4D,1537,1663
Williams LLC Hub,True,,17,4D,1538,1664
Williams LLC Hub,True,,17,4D,2302,1665
"Taylor, Wood and Hurley Hub",False,Advanced,6,2D,1539,1666
Bishop-Williamson Hub,True,,4,2D,1540,1667
Wheeler LLC Labs,True,,19,4D,1541,1668
"Moss, Simmons and Nelson Labs",False,,17,1D,1542,1669
"Garcia, Knight and Roth Network",False,Full,7,2D,1543,1670
"Williams, Dorsey and Mcneil Hub",True,Advanced,10,4D,1544,1671
Rush Group Labs,True,Basic,0,3D,1545,1672
Nichols PLC Network,True,,8,2D,1546,1673
"Perry, Rangel and Steele Network",True,Basic,10,1D,1547,1674
Garcia and Sons Labs,True,Advanced,18,3D,1548,1675
Garcia and Sons Labs,True,Advanced,18,3D,1606,1676
Butler-Ward Network,True,Full,5,3D,1549,1677
"Franco, Kline and Palmer Hub",True,Full,3,1D,1550,1678
"Garcia, Rogers and Johnson Network",True,,1,3D,1551,1679
"Mitchell, White and Gonzalez Hub",True,Basic,1,1D,1552,1680
Logan LLC Studios,False,Basic,4,3D,1553,1681
Short-Blake Labs,False,,4,2D,1554,1682
Butler-Davis Hub,False,Basic,0,1D,1555,1683
Bush and Sons Network,False,Advanced,14,3D,1556,1684
Contreras PLC Labs,True,Advanced,3,3D,1557,1685
Melendez-Rodriguez Studios,False,Basic,5,4D,1558,1686
Ward PLC Hub,False,Advanced,15,3D,1559,1687
"Santos, Thomas and Jones Labs",True,,16,2D,1560,1688
Ramos-Jensen Network,True,Full,3,2D,1561,1689
Lowery Group Network,True,Basic,19,2D,1562,1690
"Hayes, Reynolds and Mckinney Network",False,Advanced,6,1D,1563,1691
Daniel-Pena Network,False,,18,3D,1564,1692
Foley Inc Labs,False,Basic,0,1D,1565,1693
"Pearson, Smith and Burns Network",True,,4,1D,1566,1694
Graves-Acosta Network,True,,10,1D,1567,1695
Berry-Wood Network,False,Basic,10,4D,1568,1696
Garner-Cox Network,True,,6,1D,1569,1697
Thomas-Rojas Network,False,Advanced,13,2D,1570,1698
Moore LLC Labs,True,Advanced,18,2D,1571,1699
Meyers Group Studios,False,Basic,10,1D,1572,1700
King Ltd Studios,True,Full,3,4D,897,1701
King Ltd Studios,True,Full,3,4D,1573,1702
"Mills, Mcguire and Banks Labs",False,Advanced,4,2D,1574,1703
Jimenez-Foster Hub,True,Basic,1,2D,1575,1704
Johnson PLC Hub,True,Full,15,1D,1054,1705
Johnson PLC Hub,True,Full,15,1D,1576,1706
"Fritz, Gamble and Robinson Studios",False,Advanced,0,2D,1577,1707
Wood-Garcia Labs,False,,2,1D,1578,1708
Garcia-Johnson Hub,True,Full,14,4D,1579,1709
"Ruiz, Jefferson and Johnston Labs",True,,17,2D,1580,1710
Sims LLC Hub,False,Advanced,20,1D,1581,1711
Harris-Sherman Hub,False,,19,2D,1582,1712
Perez and Sons Studios,False,Advanced,1,1D,1583,1713
"Small, Matthews and Maxwell Labs",False,Basic,0,1D,1584,1714
"Hill, Simpson and Davis Studios",True,,2,4D,1585,1715
"Castillo, Daniels and Smith Studios",True,Advanced,13,1D,1586,1716
Wallace-Lee Hub,True,Basic,0,2D,1587,1717
Tyler Ltd Network,True,,16,1D,1588,1718
"Schmidt, Scott and Benitez Network",True,,12,2D,1589,1719
"Wallace, Gardner and Booker Labs",True,Basic,16,4D,1590,1720
"Fitzgerald, Harris and Sawyer Labs",False,Full,5,2D,1591,1721
"Robinson, Dawson and House Studios",True,Advanced,14,3D,1592,1722
Rodriguez-Brown Network,True,Advanced,17,2D,1593,1723
"Holt, Decker and Kelly Studios",True,Advanced,11,3D,1594,1724
"King, Patrick and Smith Studios",False,Advanced,9,2D,1595,1725
"Wallace, Mack and Lee Labs",False,,5,2D,1596,1726
"Bailey, Hunt and Carrillo Labs",True,,9,3D,1597,1727
"Bernard, Young and Singleton Hub",True,Advanced,17,2D,1598,1728
Anderson PLC Studios,False,Full,18,4D,1599,1729
Black LLC Network,True,Full,17,4D,1600,1730
Holmes-Bishop Labs,False,Basic,12,1D,1601,1731
Green Group Studios,False,Advanced,7,1D,1602,1732
Green Group Studios,False,Advanced,7,1D,2905,1733
"Richardson, Taylor and Clark Labs",False,Advanced,2,2D,1603,1734
Moreno Inc Hub,True,,0,4D,1604,1735
"Smith, Bass and Ramirez Network",False,,6,1D,1605,1736
Garcia and Sons Labs,False,Full,14,4D,1548,1737
Garcia and Sons Labs,False,Full,14,4D,1606,1738
Simpson-Yang Labs,True,Basic,11,2D,1607,1739
Mckay-Gardner Hub,False,Basic,0,1D,1608,1740
Davis LLC Network,True,Basic,19,3D,1609,1741
"Price, English and Chapman Hub",False,,1,2D,1610,1742
Mcdaniel-Acevedo Hub,True,Full,15,2D,1611,1743
Sosa-Davis Labs,False,Full,5,2D,1612,1744
"Cox, Yang and Costa Studios",False,Basic,20,3D,1613,1745
"Martin, Fletcher and Davis Network",True,Basic,11,2D,1614,1746
"Stewart, Wright and Cox Hub",True,,7,1D,1615,1747
Jenkins Ltd Hub,False,Full,20,2D,1616,1748
"Cabrera, Rodriguez and Mathis Labs",False,Full,4,4D,1617,1749
"Green, Wilkins and Bates Hub",False,Advanced,14,3D,1618,1750
Simmons Ltd Studios,True,,6,3D,1619,1751
Rodriguez and Sons Studios,False,Advanced,20,4D,1620,1752
White and Sons Studios,False,,20,4D,1621,1753
"Flores, Edwards and Clark Network",True,,20,4D,1622,1754
Spencer Inc Network,True,Full,6,2D,1623,1755
Barker Group Network,False,,4,3D,1624,1756
Craig-Johnson Studios,False,Full,11,1D,1625,1757
"Santos, Stephens and Murray Hub",True,Advanced,0,4D,1626,1758
Flores-Shea Hub,True,Full,16,2D,1627,1759
Warren Inc Labs,False,,19,4D,1628,1760
"Richards, Diaz and Jimenez Network",True,,12,4D,1629,1761
Robertson-Cooper Network,False,,5,2D,1630,1762
Martin-Santos Labs,False,Advanced,8,2D,1631,1763
Anderson Ltd Network,True,Advanced,7,1D,1632,1764
Martin LLC Hub,True,,14,3D,1633,1765
"Lee, Crawford and Cain Network",False,,5,1D,1634,1766
Kelley-Mcintosh Studios,True,,19,2D,1635,1767
Wilson and Sons Network,False,Full,16,3D,1636,1768
"Wilkerson, Moore and Gibbs Studios",True,Basic,5,3D,1637,1769
Howard-Fernandez Labs,True,,1,2D,1638,1770
"Davis, Williams and Perry Studios",False,Full,19,1D,1639,1771
Duran and Sons Studios,False,,16,4D,1640,1772
Green LLC Hub,False,Full,4,3D,1641,1773
Schmidt Group Labs,True,,20,2D,1642,1774
Smith PLC Studios,False,Advanced,10,1D,1643,1775
Watson-Ramirez Labs,False,Basic,13,3D,1644,1776
Duncan-Wilson Labs,True,Full,0,4D,1645,1777
"Hall, Briggs and Colon Network",True,Basic,9,4D,1646,1778
"Mills, Ramirez and Case Network",True,Basic,16,4D,1647,1779
Goodwin Ltd Network,False,Advanced,17,3D,1648,1780
Smith-Mason Studios,True,Basic,13,2D,1649,1781
"Haley, West and Frey Network",False,,1,3D,1650,1782
White-Eaton Labs,True,,16,3D,1651,1783
Roach PLC Hub,True,,7,2D,1652,1784
"Huynh, Sheppard and Martinez Labs",False,,5,3D,1653,1785
Jones-Nunez Network,False,Full,2,2D,1654,1786
"Baker, Jones and Miller Labs",True,Basic,17,4D,1655,1787
"Moore, Kim and Anderson Labs",False,Basic,14,3D,1656,1788
Smith-Boyle Labs,True,Full,18,3D,1657,1789
Knight-Le Network,False,,5,4D,1658,1790
Joseph Group Studios,False,Basic,5,1D,1659,1791
"Mcdonald, Wood and Brown Studios",True,Advanced,5,1D,1660,1792
Johnston Group Hub,False,,3,4D,1661,1793
Armstrong Ltd Hub,False,Full,6,3D,1662,1794
Young PLC Labs,False,,17,3D,1663,1795
Miller and Sons Labs,True,Advanced,13,3D,1664,1796
Davis and Sons Hub,False,Full,17,3D,1665,1797
Gutierrez Ltd Labs,True,,0,2D,1666,1798
Oconnor Inc Network,True,Advanced,9,3D,1667,1799
Thompson-Gaines Hub,False,Basic,9,4D,1668,1800
"Sanchez, Kramer and Edwards Network",True,Basic,7,2D,1669,1801
Frazier Inc Network,True,Basic,2,3D,1670,1802
Davidson-Medina Studios,True,Basic,16,2D,1671,1803
Smith and Sons Network,False,,7,1D,85,1804
Smith and Sons Network,False,,7,1D,1672,1805
Smith and Sons Network,False,,7,1D,2073,1806
Smith and Sons Network,False,,7,1D,3856,1807
Smith and Sons Network,False,,7,1D,4059,1808
"Nguyen, Thompson and Estrada Network",True,Advanced,11,2D,1673,1809
Dalton-Christensen Studios,True,,17,2D,1674,1810
Baker Group Network,True,Basic,2,2D,1675,1811
Torres Inc Studios,True,,2,4D,1676,1812
Smith LLC Labs,False,Advanced,18,3D,1477,1813
Smith LLC Labs,False,Advanced,18,3D,1677,1814
"Nguyen, Mason and Finley Hub",True,Advanced,9,4D,1678,1815
"May, Ramirez and Lawson Labs",False,Full,2,2D,1679,1816
"Smith, Yang and Hernandez Hub",True,Full,5,1D,1680,1817
Avery Inc Studios,False,Basic,4,4D,1681,1818
Casey LLC Studios,False,,16,2D,1682,1819
Kennedy Group Studios,True,Advanced,18,1D,1683,1820
"Wright, Shah and Smith Network",False,Basic,13,1D,1684,1821
Choi PLC Labs,True,Basic,17,2D,1685,1822
"Powell, Anderson and Miller Studios",False,Basic,13,4D,1686,1823
Wilkinson-Watkins Hub,True,Advanced,15,4D,1687,1824
"Richardson, Spears and Franklin Hub",True,Advanced,13,2D,1688,1825
"Morgan, Bowman and Adams Studios",False,Basic,18,4D,1689,1826
Erickson-Lee Labs,True,Basic,17,4D,1690,1827
Griffin LLC Studios,True,Full,9,4D,1691,1828
"Marquez, Johnson and Burke Labs",True,Full,14,4D,1692,1829
Jordan PLC Hub,False,Full,5,2D,1693,1830
Morris-Mora Labs,True,Basic,14,1D,1694,1831
"Williams, Hernandez and Valencia Labs",False,Advanced,3,3D,1695,1832
Mack Inc Network,False,Basic,19,4D,1696,1833
Lynch-Silva Studios,False,Basic,1,4D,1697,1834
Valentine-Ingram Network,True,Basic,12,1D,1698,1835
Mitchell-Johnson Network,False,Full,7,2D,1699,1836
Wilson-Mahoney Network,True,Basic,20,1D,1700,1837
Barber LLC Studios,True,,4,2D,1701,1838
James Inc Hub,False,Advanced,14,2D,1702,1839
"Wilson, Wagner and Fox Studios",False,Basic,14,3D,1703,1840
Coleman-Leon Hub,False,Basic,1,3D,1704,1841
"Stone, Burch and Robertson Labs",False,Advanced,12,4D,1705,1842
Davis Inc Labs,False,Full,19,4D,1706,1843
Evans-Jackson Studios,True,,16,3D,1707,1844
Armstrong PLC Studios,False,,2,2D,1708,1845
"Huerta, Moore and Turner Hub",True,Basic,19,2D,1709,1846
Gilbert-Anderson Labs,False,Full,2,3D,1710,1847
Hernandez LLC Network,False,Advanced,6,1D,1711,1848
Hernandez LLC Network,False,Advanced,6,1D,1912,1849
Gamble-Eaton Hub,False,Advanced,4,3D,1712,1850
"Johnson, Macdonald and Brooks Network",False,Basic,19,3D,1713,1851
Dickerson-Hart Hub,False,,7,3D,1714,1852
"Hall, Mccullough and Phillips Labs",False,,18,3D,1715,1853
"Roman, Singh and Bautista Studios",False,Basic,9,1D,1716,1854
"Thompson, Schneider and Morgan Studios",False,Full,8,2D,1717,1855
Jennings and Sons Labs,True,Basic,10,1D,1718,1856
Campbell Group Hub,True,Full,3,3D,1719,1857
Phelps-Hernandez Hub,False,Basic,19,4D,1720,1858
"Holloway, Jacobs and Lamb Labs",False,Basic,17,2D,1721,1859
Bell LLC Hub,True,Basic,5,2D,1722,1860
Bell LLC Hub,True,Basic,5,2D,4090,1861
"Huynh, Lewis and Hall Network",False,,16,1D,1723,1862
Levy PLC Labs,False,Advanced,11,4D,1724,1863
Smith Inc Labs,True,,8,4D,1725,1864
Smith Inc Labs,True,,8,4D,3338,1865
Smith Inc Labs,True,,8,4D,3452,1866
Smith Inc Labs,True,,8,4D,4381,1867
Thomas-Hill Hub,False,Full,13,1D,1726,1868
"Jones, Ewing and Sutton Studios",False,Basic,18,2D,1727,1869
Martin-Graham Hub,False,Full,12,3D,1728,1870
Smith PLC Network,False,Advanced,20,2D,1729,1871
Smith-Edwards Studios,True,Advanced,8,4D,1730,1872
Henry PLC Network,False,Full,4,3D,1731,1873
Henry PLC Network,False,Full,4,3D,4489,1874
"Figueroa, Williams and Bailey Labs",False,,13,2D,1732,1875
Adams Group Studios,True,,20,1D,1733,1876
Wiley Group Hub,False,,15,3D,1734,1877
Russell and Sons Labs,False,Full,16,2D,1735,1878
Gonzales-Powell Labs,True,Full,17,1D,1736,1879
"Becker, Weaver and Davis Hub",False,Advanced,2,2D,1737,1880
Logan-Thompson Labs,True,,2,1D,1738,1881
Snyder-Parker Hub,False,Advanced,16,1D,1739,1882
Wheeler-Reed Hub,False,Full,13,4D,1740,1883
Collins-Wang Network,False,,17,4D,1741,1884
Garner Ltd Labs,True,,4,4D,1742,1885
Jones-Reed Studios,True,Basic,17,3D,1743,1886
Adams Group Labs,False,,7,1D,1744,1887
Glover Inc Studios,False,Full,16,1D,306,1888
Glover Inc Studios,False,Full,16,1D,1745,1889
Smith Inc Hub,False,Advanced,14,4D,317,1890
Smith Inc Hub,False,Advanced,14,4D,1099,1891
Smith Inc Hub,False,Advanced,14,4D,1746,1892
Smith Inc Hub,False,Advanced,14,4D,4762,1893
Hall Ltd Network,True,,3,1D,1747,1894
"Diaz, Daniels and Banks Labs",False,Basic,0,3D,1748,1895
Perry Ltd Studios,False,Full,0,2D,1749,1896
Davidson-Donovan Studios,False,Basic,13,4D,1750,1897
Chapman and Sons Hub,False,Basic,8,1D,1751,1898
"Martinez, Frederick and Clark Network",True,,5,2D,1752,1899
Ortega-Walker Network,False,Full,2,2D,1753,1900
"Barber, Baker and Cook Labs",False,Basic,7,3D,1754,1901
Stewart-Sims Labs,False,Advanced,17,3D,1755,1902
Warren-Lee Studios,True,Basic,7,1D,1756,1903
Gibson-Young Network,True,Full,20,4D,1757,1904
Fields Group Hub,False,Advanced,13,1D,1758,1905
"Hansen, King and Hart Network",True,Advanced,8,2D,1759,1906
Pace LLC Network,True,Advanced,1,3D,1760,1907
Ferguson Ltd Labs,False,Advanced,14,1D,1761,1908
"Allen, Ferguson and Russell Network",False,Advanced,20,2D,1762,1909
Torres-Taylor Labs,True,Full,8,3D,1763,1910
Ramirez and Sons Hub,False,Full,19,1D,1764,1911
"Wilson, Wilson and Klein Labs",False,Advanced,0,2D,1765,1912
"Stewart, Riley and Little Network",False,Basic,15,2D,1766,1913
"Rodriguez, Horton and Jackson Studios",False,Basic,14,3D,1767,1914
"Koch, Caldwell and Henderson Hub",True,Basic,2,4D,1768,1915
Alvarez-Armstrong Network,False,Basic,2,4D,1769,1916
Blackwell-Bailey Studios,True,Advanced,16,4D,1770,1917
Fisher-Hammond Labs,False,Full,16,1D,1771,1918
Evans-Morris Studios,False,Basic,3,1D,1772,1919
Oconnor-Patton Labs,True,Full,2,3D,1773,1920
Roberts-Rogers Network,True,,8,3D,1774,1921
Beasley-Anderson Network,True,Full,13,4D,1775,1922
Owens-Perez Labs,True,Advanced,15,2D,1776,1923
Wilson-Carter Studios,False,,3,2D,1777,1924
Weiss-Page Network,False,Advanced,17,3D,1778,1925
Jackson Ltd Network,False,Full,9,4D,1779,1926
Jackson Ltd Network,False,Full,9,4D,4497,1927
"Richardson, Peters and Jackson Studios",False,Full,17,4D,1780,1928
"Burke, Sutton and Manning Labs",False,,2,2D,1781,1929
Taylor Group Studios,False,Full,3,2D,1239,1930
Taylor Group Studios,False,Full,3,2D,1782,1931
"Booker, Smith and Alexander Labs",True,Advanced,9,2D,1783,1932
Clark LLC Labs,False,Full,15,3D,1784,1933
Clark LLC Labs,False,Full,15,3D,4496,1934
Brock and Sons Studios,False,Advanced,13,3D,1785,1935
"Andrews, Williams and Murphy Studios",True,Advanced,4,3D,1786,1936
Duke-Welch Labs,True,,3,3D,1787,1937
"Adams, Smith and Cherry Hub",False,Basic,17,2D,1788,1938
Hayden-Torres Studios,False,Advanced,6,1D,1789,1939
Thomas-Murillo Hub,False,Full,7,2D,1790,1940
Davidson and Sons Network,True,Basic,3,1D,1791,1941
Estrada-Murphy Hub,False,Advanced,19,4D,1792,1942
Gray-Bridges Network,True,,5,2D,1793,1943
"Dominguez, Andrews and Schneider Studios",True,Full,14,3D,1794,1944
Washington LLC Hub,False,,20,3D,1795,1945
Day Inc Hub,False,,18,3D,1796,1946
"Johnson, Bridges and Jordan Hub",True,Full,12,2D,1797,1947
Leonard-Harris Labs,True,Basic,20,4D,1798,1948
Howard Inc Studios,False,Full,3,1D,1799,1949
Howard Inc Studios,False,Full,3,1D,3113,1950
Swanson and Sons Network,False,Basic,7,2D,1800,1951
Hernandez PLC Hub,True,,1,3D,1801,1952
Wells Inc Studios,True,Full,4,4D,1802,1953
"Murphy, Skinner and Brown Labs",False,Full,16,2D,1803,1954
Williams LLC Studios,True,Basic,20,2D,1804,1955
"Trujillo, Franco and Brown Hub",True,Advanced,6,3D,1805,1956
Robinson-Turner Studios,True,,4,2D,1806,1957
Reyes LLC Network,False,Full,20,3D,1807,1958
Mcclain and Sons Hub,False,Advanced,2,3D,1808,1959
"Rose, Harris and Lozano Labs",False,Advanced,2,3D,1809,1960
Ward-Wood Network,False,Basic,3,2D,1810,1961
"Fisher, Hutchinson and Evans Network",False,Advanced,7,3D,1811,1962
Juarez Group Network,True,Basic,18,3D,1812,1963
"Kent, Dixon and Gay Hub",True,,12,3D,1813,1964
Silva LLC Studios,False,Advanced,2,1D,1814,1965
Villa-Fischer Hub,True,Advanced,10,1D,1815,1966
"Carlson, Hendricks and Smith Hub",False,Basic,3,4D,1816,1967
Vargas-Jackson Studios,True,Basic,2,4D,1817,1968
"Perez, Petersen and Freeman Network",True,Full,7,4D,1818,1969
Santos Ltd Labs,False,Full,11,4D,1819,1970
"Johnson, Barnes and Walker Network",True,,16,4D,1820,1971
Thompson-Boone Hub,False,Full,8,3D,1821,1972
Green-Jenkins Labs,True,Full,13,2D,1822,1973
Moore-Marquez Studios,False,Advanced,3,3D,1823,1974
Martin-Fields Labs,False,Basic,16,2D,1824,1975
Whitehead Inc Network,False,Basic,18,1D,1825,1976
"Brown, Woodward and Hall Hub",True,Full,3,2D,1826,1977
"Chen, Zimmerman and Perry Network",False,Advanced,7,2D,1827,1978
Robertson-Martinez Hub,True,Basic,13,2D,1828,1979
Harris-Roman Network,True,Basic,3,2D,1829,1980
"Ward, Mendoza and Adams Studios",True,Advanced,13,3D,1830,1981
Moore Ltd Network,True,Basic,5,1D,1831,1982
Flowers-Wilson Studios,False,,2,4D,1832,1983
"Boyer, Higgins and Diaz Labs",False,,14,2D,1833,1984
Roberson Inc Network,False,Full,12,2D,1834,1985
Gutierrez Group Labs,True,Advanced,20,2D,1835,1986
Burke Ltd Hub,False,Basic,14,2D,1836,1987
"Walter, Kelly and Rodriguez Labs",False,Full,6,2D,1837,1988
"Velasquez, Moore and Cruz Hub",False,Full,12,1D,1838,1989
Kerr and Sons Studios,True,Full,1,2D,1839,1990
Young Ltd Labs,False,,13,4D,1840,1991
"Rose, Blake and White Labs",True,Full,3,3D,1841,1992
Villarreal-Arias Studios,False,Basic,5,4D,1842,1993
"Fitzpatrick, Jensen and Johnson Labs",True,,12,1D,1843,1994
Davis Group Labs,False,Basic,11,3D,1844,1995
Bradley Group Studios,True,,2,2D,1845,1996
"Marshall, Hernandez and Allen Network",False,Full,15,1D,1846,1997
Rose LLC Labs,True,Basic,13,1D,1847,1998
"Sharp, Neal and Bowman Labs",True,Basic,1,4D,1848,1999
"Wolfe, Edwards and Richardson Network",False,Advanced,7,1D,1849,2000
Williamson Group Labs,True,Full,3,1D,1850,2001
Shea-Elliott Network,True,,18,3D,1851,2002
Morgan-Figueroa Labs,True,Basic,1,4D,1852,2003
"Kirby, Higgins and Butler Studios",False,,16,1D,1853,2004
Parker-Morales Network,False,,19,2D,1854,2005
Cruz Group Network,False,Advanced,0,1D,1855,2006
"Sawyer, Gonzalez and Shields Labs",False,Advanced,12,2D,1856,2007
Adams-Long Labs,True,,8,3D,1857,2008
"Burton, Randall and Christensen Studios",False,,5,2D,1858,2009
Silva-Lane Studios,True,Advanced,12,3D,1859,2010
"Espinoza, Perez and Thompson Labs",True,Advanced,13,3D,1860,2011
"Melton, Rodriguez and Thompson Studios",False,Advanced,19,2D,1861,2012
Scott LLC Network,False,Basic,19,3D,595,2013
Scott LLC Network,False,Basic,19,3D,1862,2014
Smith-West Hub,True,Full,17,4D,1863,2015
"Oneal, Evans and York Studios",False,,16,2D,1864,2016
Hill-Mack Studios,True,Full,0,4D,1865,2017
Wang Inc Labs,False,Basic,19,2D,1866,2018
Henderson and Sons Studios,False,Advanced,20,3D,95,2019
Henderson and Sons Studios,False,Advanced,20,3D,1867,2020
"May, Graves and Larsen Network",True,Advanced,9,1D,1868,2021
"Horton, Fisher and Krueger Hub",True,,1,2D,1869,2022
Rogers-Butler Network,True,Basic,9,2D,1870,2023
Williams-Wu Studios,True,,4,4D,1871,2024
Torres-Harris Hub,True,Full,10,4D,1872,2025
Harper-Adams Studios,True,Basic,15,4D,1873,2026
Castillo-Davis Network,True,Full,9,2D,1874,2027
Andrade-Moran Labs,False,Basic,9,3D,1875,2028
"Sweeney, Norris and Jackson Hub",True,Full,14,3D,1876,2029
"Perez, Orr and Ochoa Labs",True,Advanced,12,3D,1877,2030
"Barry, Patrick and Graves Studios",True,Basic,6,3D,1878,2031
Harris-Walker Network,True,Advanced,15,1D,1879,2032
Brown-Brown Studios,False,Advanced,19,1D,1880,2033
Diaz and Sons Hub,True,Advanced,3,3D,1881,2034
"Gutierrez, Barker and Becker Studios",False,Full,11,4D,1882,2035
Charles-Giles Studios,False,Advanced,5,3D,1883,2036
Bell Inc Network,True,Advanced,6,4D,1884,2037
"Ruiz, Lee and Martin Labs",False,Full,5,3D,1885,2038
"Johnson, Hoover and Dillon Labs",False,Full,0,3D,1886,2039
"Franklin, Myers and Greene Studios",False,,19,4D,1887,2040
Fleming-Mejia Network,False,Advanced,7,3D,1888,2041
"Dean, Coffey and Wilson Hub",True,Advanced,7,3D,1889,2042
Mcintyre-Marks Network,False,,16,1D,1890,2043
Mcgee Ltd Network,False,Full,2,2D,1891,2044
"Scott, Harris and Garcia Network",False,,0,3D,1892,2045
Sanders PLC Studios,True,Advanced,7,1D,1893,2046
Sanders PLC Studios,True,Advanced,7,1D,3484,2047
"Navarro, English and Fisher Network",True,Advanced,16,2D,1894,2048
"Gibson, Bruce and Bryant Labs",False,,10,3D,1895,2049
Kennedy-Williams Network,False,Advanced,18,3D,1896,2050
Jennings PLC Labs,False,Basic,3,2D,1897,2051
"Sanchez, Smith and Anderson Studios",False,Full,11,1D,1898,2052
Gould Ltd Labs,False,Basic,15,3D,1899,2053
Anderson-Holmes Network,True,,8,2D,1900,2054
King-Chang Labs,False,,1,2D,1901,2055
Jackson Group Network,False,,6,2D,10,2056
Jackson Group Network,False,,6,2D,1902,2057
Miller Inc Labs,False,Basic,13,1D,1903,2058
