Channel Name,Total Videos,Total Subscribers,Members Count,AI Generated Content (%),Engagement Score,Content Value Index,Channel ID
Duncan-Dennis Network,201,5849421,341104,28,92478.78,21.0,1127
West PLC Hub,456,952378,176911,90,15057.0,31.9,1128
"Gross, Clark and Nixon Labs",200,9108496,358874,88,144004.43,36.2,1129
"Brown, Hanna and Walsh Network",363,4656642,393874,11,73621.06,17.3,1130
"Wilkins, Herrera and Rodriguez Network",397,6347396,339540,73,100351.71,29.6,1131
"Reeves, Walker and Murphy Hub",81,312907,231916,63,4947.03,30.1,1132
"Morris, Rodriguez and Baxter Hub",408,1170214,1923,100,18500.97,38.4,1133
Hamilton-Butler Labs,66,2275558,70039,67,35976.35,32.7,1134
"Greene, Holmes and Snyder Labs",433,1723944,85931,47,27255.39,24.6,1135
Fitzgerald Inc Network,430,7393533,324122,28,116891.04,16.799999999999997,1136
Fitzgerald Inc Network,430,7393533,324122,28,116891.04,16.799999999999997,3229
"Curry, Stewart and Khan Network",98,1602203,317576,9,25330.67,7.6,1137
Moore Group Labs,85,9603193,369963,74,151825.54,30.6,926
Moore Group Labs,85,9603193,369963,74,151825.54,30.6,1138
Moore Group Labs,85,9603193,369963,74,151825.54,30.6,4593
Moore Group Labs,85,9603193,369963,74,151825.54,30.6,4872
Barnes-Estrada Network,218,4908062,301566,88,77595.98,33.4,1139
Nelson Group Hub,155,8424336,277198,8,133187.93,8.7,1140
"White, Brown and Montes Hub",199,3277373,24528,0,51814.95,9.8,1141
Green Ltd Labs,491,8430098,370004,16,133279.03,12.5,1142
Yang Inc Network,481,3884473,242110,82,61413.14,30.2,1143
Valencia-Smith Studios,475,7845450,255982,50,124035.8,19.9,1144
Phillips-Adkins Labs,315,3115504,266265,96,49255.81,37.2,1145
Anderson LLC Labs,177,851422,310106,11,13460.9,12.4,1146
Thomas-Cross Network,64,195618,491217,53,3092.7,23.6,1147
Ortega-Gibson Hub,300,1266495,225578,17,20023.16,9.3,1148
Mcneil-Lopez Hub,304,7546095,222593,0,119303.03,1.4,1149
Hall Group Labs,216,6621953,187033,76,104692.43,27.0,1150
"Grant, Phillips and Everett Network",118,6045268,479632,83,95575.1,25.6,1151
"Baird, Lopez and Bender Studios",139,3762207,297092,40,59480.13,26.0,1152
Davis-Wallace Network,189,1573712,128908,61,24880.23,18.3,1153
"Jones, Munoz and Novak Hub",53,9025768,55646,45,142696.51,14.9,1154
Ramirez and Sons Network,361,6661207,194249,66,105313.03,31.0,1155
"Schneider, West and Rivas Hub",473,3698773,185827,64,58477.24,23.4,1156
Burgess Ltd Hub,154,804064,301282,60,12712.17,29.2,1157
Campbell-Hanna Labs,455,4245367,137752,85,67118.84,26.2,1158
White-Cannon Labs,418,2042768,254967,74,32295.96,22.2,1159
Lam Inc Labs,392,6254600,94630,16,98884.62,10.4,1160
"Melendez, Wiley and Lee Network",132,2812363,331019,13,44463.18,5.3,1161
Calderon-Bishop Labs,435,5261651,300157,62,83186.19,24.2,1162
Harris Ltd Studios,147,905003,141324,24,14308.01,8.6,1163
Morales Ltd Hub,67,6982422,495680,15,110391.41,13.6,1164
Moore Group Hub,256,9710812,401256,95,153526.99,36.9,1165
"Lopez, Cooper and James Labs",131,6083693,326566,1,96182.59,7.3,1166
"Terry, Phillips and Jennings Studios",123,8827485,304962,27,139561.68,12.3,1167
Thomas-Jones Labs,242,9353300,304332,30,147874.76,11.1,1168
Williams-Koch Labs,280,694303,361845,79,10976.86,30.7,1169
Sullivan-Scott Network,149,4147830,361657,3,65576.79,5.1,1170
"Lambert, Austin and Evans Studios",295,4071244,152378,32,64365.97,9.6,1171
Estrada Ltd Network,214,3925983,315769,36,62069.41,19.2,1172
Burgess and Sons Network,175,6340466,207098,19,100242.15,7.8,1173
Hernandez-Orr Network,454,7506716,66126,66,118680.45,26.1,1174
"West, Davis and Pennington Hub",357,7441408,248521,77,117647.93,32.9,1175
"Hill, Richardson and Duncan Labs",132,2272326,222209,65,35925.25,30.0,1176
George and Sons Network,121,9736240,277547,66,153929.0,31.7,1177
Stone-Palmer Labs,413,9995049,450187,78,158020.75,37.4,1178
Johnson-King Network,89,4079115,103549,39,64490.41,25.0,1179
Bradford PLC Hub,303,8422887,379371,39,133165.02,16.599999999999998,1180
Nelson Ltd Labs,473,8598885,246472,36,135947.53,22.0,1181
Brooks-Proctor Hub,472,4759810,459190,51,75252.13,20.9,1182
"Lee, Hancock and Wong Network",146,6690411,492568,74,105774.75,28.5,1183
"Robinson, Bryant and Bender Studios",249,302609,220348,8,4784.22,14.3,1184
"Anderson, Tucker and Bailey Network",326,7360307,177807,79,116365.74,33.5,1185
"Lyons, Berger and Graham Hub",489,850637,215699,63,13448.49,26.6,1186
"Barnes, Harris and Brennan Studios",118,6424822,437945,99,101575.81,40.9,1187
Taylor-Anderson Network,364,4061830,51847,60,64217.14,20.1,1188
Beard Group Hub,326,3984644,453247,40,62996.83,17.6,1189
"Carter, Wallace and Roberts Labs",483,6014103,144737,58,95082.38,28.6,1190
"Hall, Palmer and Wood Network",450,8903783,21744,44,140767.94,21.6,1191
Navarro LLC Labs,280,5366357,443235,85,84841.58,28.3,1192
Martin Group Network,389,6418038,196389,45,101468.55,13.5,1193
"Russell, Williams and Hamilton Labs",129,899523,348099,76,14221.37,36.1,1194
Grant Inc Hub,200,6021144,466016,0,95193.7,0.7,1195
Thompson Inc Network,82,3191249,185549,58,50453.34,22.3,1196
Frederick LLC Studios,449,3325426,431734,19,52574.66,14.099999999999998,1197
Frederick LLC Studios,449,3325426,431734,19,52574.66,14.099999999999998,4421
"Turner, Knight and Elliott Network",362,4599976,349550,28,72725.17,17.5,1198
Huffman-Lowe Network,273,8762892,174893,18,138540.47,7.499999999999999,1199
Marshall-Garcia Labs,391,7312003,239850,82,115602.05,35.8,1200
Nelson and Sons Studios,208,1020995,415533,49,16141.83,16.099999999999998,1079
Nelson and Sons Studios,208,1020995,415533,49,16141.83,16.099999999999998,1201
"Davis, Miller and Gutierrez Studios",274,5591257,137057,48,88397.23,17.2,1202
Taylor Inc Labs,234,1565392,116385,90,24748.69,27.0,1203
Taylor Inc Labs,234,1565392,116385,90,24748.69,27.0,2223
"Casey, Morales and Edwards Studios",123,2015375,368967,1,31862.88,7.999999999999999,1204
Brown LLC Labs,245,1788885,127466,77,28282.1,25.9,97
Brown LLC Labs,245,1788885,127466,77,28282.1,25.9,1205
"Fuller, Fischer and Lee Hub",485,3056117,5552,7,48316.91,16.1,1206
"Martinez, Steele and Cook Labs",229,6117199,420650,28,96712.32,8.4,1207
"Scott, Gonzales and Anderson Studios",433,812745,55334,87,12849.42,38.0,1208
"Sutton, Cabrera and Harris Network",239,9528759,240707,7,150648.75,9.1,1209
Burke-Morris Network,413,1945909,177430,86,30764.63,26.5,1210
Smith-Patterson Studios,405,9941995,397141,75,157181.97,34.4,1211
Powell LLC Labs,116,752307,17799,95,11893.9,36.2,1212
"Wright, Chavez and Cook Network",323,1617327,333498,89,25569.78,33.7,1213
Cabrera-Carr Hub,367,4442922,259782,67,70242.16,32.7,1214
Morales-Tran Network,370,6085427,499400,91,96210.01,34.3,1215
Martin PLC Studios,99,4973906,184721,57,78636.97,18.5,1216
"Mcconnell, Klein and Dennis Hub",73,3944063,291799,90,62355.25,40.3,1217
"Cohen, Love and Johnson Hub",386,1676339,242465,12,26502.76,13.4,1218
Sellers-Duke Studios,156,1660096,402607,65,26245.96,19.5,1219
Martinez-Wade Network,118,6195475,427922,45,97949.86,23.3,1220
Marsh-Tyler Hub,335,2399095,383883,94,37929.46,40.8,1221
Brady-Maldonado Studios,321,92489,227318,35,1462.24,23.8,1222
Osborn-Patton Studios,245,1331866,126353,92,21056.67,34.599999999999994,1223
Rios Inc Network,447,7842456,209521,28,123988.46,21.7,1224
Booker Group Labs,359,6455114,2294,38,102054.72,12.8,1225
Wright LLC Hub,305,5398029,408363,26,85342.31,15.5,1226
Vaughn PLC Network,437,4644913,256372,79,73435.62,23.7,1227
Mason Group Labs,80,2482069,231728,5,39241.27,15.5,1228
Elliott-Gross Labs,434,1342458,155637,82,21224.13,28.8,1229
Caldwell Group Network,344,8368909,239432,4,132311.63,9.599999999999998,687
Caldwell Group Network,344,8368909,239432,4,132311.63,9.599999999999998,1230
Pineda Inc Labs,414,3441795,194438,75,54414.44,25.3,1231
"Peters, Williams and Miller Hub",196,3129468,66353,83,49476.58,36.8,1232
Bentley-Fox Studios,441,2611382,110794,20,41285.69,8.1,1233
Moreno-Barker Studios,299,2634631,392973,28,41653.26,9.8,1234
Stewart-Dudley Labs,461,5256620,35444,24,83106.65,12.8,1235
"Moore, Cruz and Alexander Hub",469,9391755,266635,77,148482.73,30.8,1236
Reed-Wang Hub,253,2122852,260958,98,33562.08,37.8,1237
"Spencer, Powers and Moore Hub",461,6882957,30195,49,108818.88,28.0,1238
Taylor Group Studios,83,1352289,350876,35,21379.56,11.9,1239
Taylor Group Studios,83,1352289,350876,35,21379.56,11.9,1782
"Morales, Beck and Davidson Labs",395,9272078,332509,51,146590.65,18.1,1240
"Rodriguez, Williams and Summers Labs",90,9331728,81631,80,147533.71,37.3,1241
Klein Ltd Hub,459,7060493,124191,100,111625.71,41.2,1242
Wells and Sons Hub,449,6607898,339690,88,104470.22,28.5,1243
Pena-Burns Network,311,1020031,59997,38,16126.59,12.8,1244
Hall Inc Network,175,3925863,275825,30,62067.51,20.2,1245
Randolph Ltd Network,481,1744471,339189,38,27579.92,21.9,1246
"Evans, White and Oconnell Hub",114,5807300,98831,85,91812.85,35.3,1247
Long Inc Studios,148,9278056,124334,51,146685.16,15.999999999999998,1248
Olsen-Wolf Studios,428,5015336,180650,99,79291.97,35.3,1249
"Gilbert, Powell and Hamilton Network",287,7156963,253535,71,113150.89,23.4,1250
"Johnson, Adams and Norman Network",416,4060808,75047,30,64200.98,18.1,1251
Thompson-Scott Labs,348,7997077,288129,89,126433.01,35.8,1252
"Lambert, Maldonado and Aguilar Hub",449,4155101,246202,39,65691.74,24.3,1253
Foster-Rodriguez Studios,471,6520517,315277,52,103088.74,16.3,1254
"Downs, Thomas and Wilson Hub",222,6447136,446772,83,101928.59,38.2,1255
Hill-Hodges Studios,361,9106992,72732,47,143980.66,26.7,1256
Russell-Thompson Network,169,2013403,360156,3,31831.7,8.6,1257
"Welch, Singleton and Gonzalez Labs",270,712473,482155,8,11264.13,11.5,1258
Campbell Group Network,161,4024116,8395,99,63620.88,35.3,1259
"Mcclure, Cooper and Campbell Network",354,7987332,381484,76,126278.94,35.4,1260
"Gay, Pierce and Alvarez Studios",436,698442,283767,37,11042.3,17.4,1261
"Wagner, Archer and Rangel Network",436,3477420,388648,23,54977.67,6.9,1262
Pennington Ltd Labs,98,729103,185518,58,11527.05,17.4,1263
Davis Ltd Labs,233,4051019,208728,44,64046.22,21.6,1264
Davis Ltd Labs,233,4051019,208728,44,64046.22,21.6,4432
Webster-Reed Network,86,3496644,462220,56,55281.6,28.7,1265
Giles Ltd Network,381,5377727,387660,38,85021.34,14.2,1266
"Thomas, Bennett and Fields Hub",237,8979689,975,57,141968.01,17.099999999999998,1267
Todd Inc Network,55,3358641,272173,59,53099.79,17.7,1268
Cole-Webb Hub,97,162301,368683,25,2565.96,16.6,1269
Martinez-Greene Studios,460,6983931,82194,49,110415.27,21.7,1270
Reed-Barrett Labs,297,6043997,301927,19,95555.0,13.4,1271
"Wells, Harrington and Brooks Hub",145,3365928,468692,11,53214.99,9.6,1272
Fry Group Network,237,9694036,69398,58,153261.76,27.2,1273
Gray Ltd Hub,245,4422843,484077,39,69924.72,20.8,1274
Patel-Hanson Studios,119,4283732,427858,19,67725.38,18.3,1275
Alvarez Ltd Network,391,4321645,24271,95,68324.79,39.7,1276
Martin-Best Hub,106,8266631,488642,10,130694.63,7.899999999999999,1277
Gray-Hughes Hub,185,9332526,117016,0,147546.33,9.8,1278
"Edwards, Curry and Anderson Hub",156,44856,253105,20,709.17,10.2,1279
Dunlap-Marshall Studios,461,8834278,373357,35,139669.07,10.5,1280
Johnson-Cohen Studios,126,3303188,462218,50,52223.08,29.0,1281
Santos-Jackson Network,126,3954751,120333,57,62524.23,22.0,1282
Johnson-Mitchell Studios,288,719055,118340,5,11368.19,2.9,1283
Brown-Moss Hub,124,8824078,268414,43,139507.81,25.5,1284
Armstrong-Smith Labs,91,6500499,439150,10,102772.25,13.5,1285
Mason and Sons Studios,207,1559669,254730,67,24658.21,22.2,1286
Mason and Sons Studios,207,1559669,254730,67,24658.21,22.2,3436
"Wood, Ramirez and Wood Network",403,2595565,43486,93,41035.63,39.1,1287
Boyer-Clark Studios,232,1741327,339856,86,27530.21,27.2,1288
Greene and Sons Studios,468,2449598,38007,26,38727.91,16.9,1289
Mcmillan-House Studios,66,900236,411741,37,14232.64,21.6,1290
"Elliott, Greer and Potter Studios",347,5506417,399832,6,87055.92,10.9,1291
"Daniels, Wolfe and Cooper Hub",260,1564508,474862,61,24734.72,32.3,1292
Ibarra Inc Hub,414,4815019,39072,26,76124.98,18.3,1293
"Gutierrez, Moore and Figueroa Labs",52,8722737,145574,66,137905.62,19.8,1294
"Huff, Thomas and Hernandez Labs",66,8353738,42632,24,132071.78,15.599999999999998,1295
"King, Rubio and Elliott Labs",223,3708403,232751,56,58629.49,26.6,1296
Delacruz-Torres Labs,136,6889096,45330,80,108915.94,33.8,1297
Wyatt LLC Labs,62,185080,126833,41,2926.1,24.9,1298
Carroll LLC Network,497,1982002,265244,68,31335.26,28.8,377
Carroll LLC Network,497,1982002,265244,68,31335.26,28.8,1299
Stewart-Brock Labs,116,2696450,338640,61,42630.61,32.3,1300
Evans-Garcia Network,205,7080113,202670,99,111935.9,29.7,1301
Hunter LLC Hub,158,2170175,309730,34,34310.26,13.7,1302
"Stewart, Alvarez and Hall Network",319,4925930,54875,82,77878.47,30.9,1303
"Buck, Clark and Williams Hub",303,2656902,391024,94,42005.36,34.5,1304
"Park, Jones and Casey Labs",239,4950962,340972,43,78274.23,16.4,1305
"Anderson, Reilly and Callahan Network",194,9410426,255720,85,148777.92,33.2,1306
"Nunez, Shelton and Boyer Hub",202,2601694,218082,38,41132.53,19.1,1307
"Brown, Hale and Gordon Hub",373,207084,450226,94,3273.98,37.3,1308
Lamb Ltd Network,159,9159344,125826,88,144808.34,29.9,1309
"Smith, Guerrero and Gross Studios",312,4375313,479767,81,69173.27,34.8,1310
Logan Group Network,380,2361918,311451,75,37341.69,35.1,1311
Hicks-White Network,428,1474814,47855,83,23316.67,34.0,1312
"Robinson, Hughes and Schneider Studios",469,8713172,128875,85,137754.4,34.6,1313
Young-Douglas Network,382,3576883,200561,19,56550.17,9.2,1314
Hall Group Network,365,5357568,71507,75,84702.63,29.5,1315
Ford and Sons Hub,371,4619808,169820,28,73038.71,10.5,1316
Curtis-Newman Network,388,1643986,114781,25,25991.26,15.2,1317
"Gonzalez, Haley and Haley Network",118,5268163,403814,6,83289.14,5.3,1318
"Shaw, Mendoza and Ewing Hub",481,23627,352537,48,373.54,28.4,1319
Parker Ltd Studios,257,8967870,154488,8,141781.15,11.5,1320
"Brady, Jones and Gross Studios",340,4711680,42290,16,74491.2,6.199999999999999,1321
"Roberts, Richard and Leach Labs",395,8063288,364409,35,127479.8,23.1,1322
Mcgee-Vincent Hub,226,2962776,359882,2,46841.2,2.7,1323
Ward Group Hub,424,5462120,221500,1,86355.58,3.8,1324
"Gonzalez, Griffith and Henderson Labs",359,2102694,372014,19,33243.39,16.9,1325
Walsh Inc Hub,246,697377,266909,5,11025.46,11.3,1326
Pierce-Johnson Hub,62,579524,46583,33,9162.22,16.9,1327
Palmer-Roberts Hub,300,4548381,179900,7,71909.46,12.6,1328
"Young, Bonilla and Miller Hub",464,3698575,483142,69,58474.11,25.6,1329
Walker PLC Network,475,2884700,442405,40,45606.83,17.6,1330
"Martinez, Mann and Campbell Hub",311,2762570,32520,76,43675.96,36.1,1331
Molina-Howard Network,110,6180524,435051,60,97713.48,24.3,1332
Cruz-Church Hub,483,314512,186824,31,4972.4,16.299999999999997,1333
Sims-Villa Network,380,2367895,7196,57,37436.19,29.0,1334
"Moore, Barajas and Young Studios",421,3230470,104378,55,51073.42,29.1,1335
Stewart Ltd Labs,51,4665682,206079,50,73763.98,16.4,1336
Ballard PLC Labs,91,7396733,322619,91,116941.63,32.9,1337
Sutton Group Studios,491,1453943,159665,82,22986.7,37.9,1338
Jackson-Li Studios,376,8036848,23653,27,127061.78,8.1,1339
Baker-Diaz Labs,206,4937145,4023,28,78055.78,15.4,1340
Hamilton Ltd Network,331,5495273,273144,91,86879.73,28.7,1341
Miller LLC Hub,296,8424412,350736,87,133189.13,34.5,1342
Miller LLC Hub,296,8424412,350736,87,133189.13,34.5,2004
Martinez LLC Hub,148,5721431,445610,49,90455.27,28.0,1343
"Acosta, Ortiz and Benton Studios",63,6851611,121222,48,108323.3,19.3,1344
Wagner-Byrd Network,239,1388995,127077,80,21959.88,30.3,1345
Chang-Peterson Network,109,8165857,462229,43,129101.4,23.4,1346
Contreras LLC Network,467,4630125,368973,59,73201.82,26.1,1347
Bailey-Garrett Network,182,1445424,280588,4,22852.01,6.1,1348
"Cain, Khan and Odom Labs",454,582078,220916,44,9202.6,27.2,1349
"Lawrence, Collier and Huynh Network",371,1418117,476354,80,22420.29,32.4,1350
Garcia and Sons Studios,246,5832797,275160,92,92215.95,35.3,1351
Taylor PLC Network,160,5269849,161201,72,83315.8,32.099999999999994,1352
Leonard and Sons Hub,368,6427482,197876,53,101617.86,15.9,1353
Wyatt Ltd Hub,129,5306487,363996,95,83895.04,37.6,1354
Johnson-Scott Network,139,5811729,140444,79,91882.87,32.8,1355
"Garner, Walton and Miller Network",51,1636934,32823,35,25879.77,20.3,1356
Adams and Sons Studios,257,124614,379230,72,1970.14,32.8,1357
Adams and Sons Studios,257,124614,379230,72,1970.14,32.8,4583
Reynolds-Collins Hub,215,603993,332984,58,9549.07,25.1,1358
Barry and Sons Labs,400,9076294,435055,4,143495.32,1.2,1359
"Thornton, Perry and Cole Network",441,3202874,249225,29,50637.13,16.4,1360
Spencer-Price Studios,458,3683239,216935,89,58231.65,29.5,1361
"Lambert, Miller and White Hub",244,6465959,122791,5,102226.18,2.2,1362
"Bowman, Cook and Mckay Network",436,642335,136006,49,10155.25,25.9,1363
Herring-Nichols Labs,273,2764583,248124,49,43707.79,22.4,1364
"Anderson, Steele and Jordan Labs",439,9678087,469546,63,153009.61,22.4,1365
Cervantes LLC Labs,432,5462684,365599,23,86364.5,18.8,1366
George-Wright Labs,129,2531410,394063,14,40021.35,15.4,1367
"Ellison, Reid and Evans Labs",70,3241954,86038,60,51254.98,29.9,1368
Clark-Jacobs Network,401,4041690,162227,90,63898.72,38.2,1369
Hayes PLC Hub,276,7896900,101328,58,124849.22,23.0,1370
"Bradley, Lawrence and Knight Studios",375,6726963,25228,52,106352.63,21.9,1371
"Porter, Armstrong and Walters Hub",230,2729826,213666,78,43158.28,26.9,1372
Eaton Group Hub,136,5261499,355673,64,83183.79,29.0,1373
"Duncan, Erickson and Smith Hub",295,3760714,499219,47,59456.52,26.0,1374
"Hicks, Bradshaw and Moses Studios",224,2162635,217815,28,34191.05,8.4,1375
"May, Sanchez and Johnson Hub",300,5005546,287659,71,79137.19,26.9,1376
Gallagher-Rose Hub,436,8780489,285638,13,138818.67,11.6,1377
Summers-Harper Labs,372,2341889,246781,29,37025.04,15.7,1378
Sullivan PLC Network,351,7155007,205247,55,113119.96,28.4,1379
"Garza, Lin and Gray Labs",482,7816358,78587,88,123575.86,28.5,1380
"Benjamin, Carpenter and Forbes Labs",167,3232048,495172,99,51098.36,33.9,1381
Harris LLC Studios,211,1042832,102197,33,16487.07,12.7,1382
"Smith, Ramirez and Baird Labs",83,7092412,106990,67,112130.34,25.0,1383
Schneider-Kemp Hub,53,1112843,17063,34,17593.94,15.099999999999998,1384
"Rodriguez, Jensen and Payne Hub",409,1009668,480423,52,15962.75,17.7,1385
"Pope, Beard and Gross Labs",378,1038127,361756,43,16412.69,15.0,1386
Cox-Cain Network,235,4597413,153084,67,72684.65,32.7,1387
"Novak, Choi and Martin Hub",371,2186142,416514,41,34562.69,22.1,1388
"Neal, Morris and Golden Network",384,6201114,141728,76,98039.01,33.3,1389
"Russell, Vargas and Harper Studios",118,9094807,65865,5,143788.01,8.5,1390
Jordan-Hanson Network,212,9448275,344686,52,149376.31,24.0,1391
Hernandez Group Network,412,4711559,429657,64,74489.29,19.9,1392
"Davis, Williams and Rodgers Labs",469,7025118,103214,87,111066.43,33.8,1393
"Blair, Ryan and Mitchell Labs",105,957514,419277,64,15138.2,19.2,1394
Sandoval-Gilbert Hub,314,5300663,361959,22,83802.96,17.1,1395
Hall Ltd Hub,382,4980693,251325,8,78744.27,10.1,1396
Ross LLC Labs,365,2085592,104713,71,32973.01,23.4,1397
"Barber, Martinez and Le Studios",339,4806007,171375,89,75982.5,36.5,1398
Wilson LLC Hub,489,3946740,231629,32,62397.57,20.8,1399
Wilson LLC Hub,489,3946740,231629,32,62397.57,20.8,3813
"Rocha, Gonzalez and Kim Labs",309,3135559,464980,70,49572.88,28.0,1400
